date,V-0,V-1,V-2,V-3,OT
27,0.7478612153434525,0.7478612153434525,0.9978612153434525,0.24786121534345257,0.49786121534345257
28,0.7451963201008076,0.7451963201008076,0.9951963201008076,0.24519632010080766,0.49519632010080766
29,0.7414814565722672,0.7414814565722672,0.9914814565722672,0.24148145657226713,0.49148145657226716
30,0.7367325323737764,0.7367325323737764,0.9867325323737764,0.23673253237377645,0.48673253237377645
31,0.7309698831278217,0.7309698831278217,0.9809698831278217,0.2309698831278217,0.48096988312782174
32,0.7242181853831721,0.7242181853831721,0.9742181853831721,0.22421818538317206,0.47421818538317206
33,0.7165063509461097,0.7165063509461097,0.9665063509461097,0.21650635094610968,0.4665063509461097
34,0.7078674030756363,0.7078674030756363,0.9578674030756363,0.20786740307563636,0.45786740307563634
35,0.6983383350728088,0.6983383350728088,0.9483383350728088,0.19833833507280887,0.44833833507280885
36,0.6879599518697445,0.6879599518697445,0.9379599518697445,0.18795995186974446,0.43795995186974446
37,0.676776695296637,0.676776695296637,0.926776695296637,0.17677669529663692,0.4267766952966369
38,0.6648364537750172,0.6648364537750172,0.9148364537750172,0.16483645377501724,0.4148364537750172
39,0.6521903572521802,0.6521903572521802,0.9021903572521802,0.1521903572521802,0.4021903572521802
40,0.6388925582549005,0.6388925582549005,0.8888925582549005,0.1388925582549006,0.3888925582549006
41,0.6250000000000001,0.6250000000000001,0.8750000000000001,0.12500000000000008,0.3750000000000001
42,0.6105721725547504,0.6105721725547504,0.8605721725547504,0.11057217255475042,0.36057217255475044
43,0.5956708580912725,0.5956708580912725,0.8456708580912725,0.09567085809127247,0.34567085809127246
44,0.5803598663257905,0.5803598663257905,0.8303598663257905,0.08035986632579045,0.33035986632579045
45,0.5647047612756303,0.5647047612756303,0.8147047612756303,0.06470476127563025,0.31470476127563024
46,0.5487725805040321,0.5487725805040321,0.7987725805040321,0.04877258050403215,0.29877258050403216
47,0.532631548055013,0.532631548055013,0.782631548055013,0.032631548055013,0.282631548055013
48,0.5163507823075358,0.5163507823075358,0.7663507823075358,0.01635078230753589,0.2663507823075359
49,0.0,0.0,0.0,0.0,0.0
50,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306
51,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157
52,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828
53,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208
54,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616
55,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898
56,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125
57,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
58,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022
59,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204
60,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688
61,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
62,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775
63,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353
64,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451
65,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385
66,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881
67,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866
68,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058
69,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684
70,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305
71,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103
72,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035
73,1.0,0.75,0.25,0.75,0.75
74,0.9994647308096509,0.7494647308096509,0.24946473080965087,0.7494647308096509,0.7494647308096509
75,0.9978612153434525,0.7478612153434525,0.24786121534345257,0.7478612153434525,0.7478612153434525
76,0.9951963201008076,0.7451963201008076,0.24519632010080766,0.7451963201008076,0.7451963201008076
77,0.9914814565722672,0.7414814565722672,0.24148145657226713,0.7414814565722672,0.7414814565722672
78,0.9867325323737764,0.7367325323737764,0.23673253237377645,0.7367325323737764,0.7367325323737764
79,0.9809698831278217,0.7309698831278217,0.2309698831278217,0.7309698831278217,0.7309698831278217
80,0.9742181853831721,0.7242181853831721,0.22421818538317206,0.7242181853831721,0.7242181853831721
81,0.9665063509461097,0.7165063509461097,0.21650635094610968,0.7165063509461097,0.7165063509461097
82,0.9578674030756363,0.7078674030756363,0.20786740307563636,0.7078674030756363,0.7078674030756363
83,0.9483383350728088,0.6983383350728088,0.19833833507280887,0.6983383350728088,0.6983383350728088
84,0.9379599518697445,0.6879599518697445,0.18795995186974446,0.6879599518697445,0.6879599518697445
85,0.926776695296637,0.676776695296637,0.17677669529663692,0.676776695296637,0.676776695296637
86,0.9148364537750172,0.6648364537750172,0.16483645377501724,0.6648364537750172,0.6648364537750172
87,0.9021903572521802,0.6521903572521802,0.1521903572521802,0.6521903572521802,0.6521903572521802
88,0.8888925582549005,0.6388925582549005,0.1388925582549006,0.6388925582549005,0.6388925582549005
89,0.8750000000000001,0.6250000000000001,0.12500000000000008,0.6250000000000001,0.6250000000000001
90,0.8605721725547504,0.6105721725547504,0.11057217255475042,0.6105721725547504,0.6105721725547504
91,0.8456708580912725,0.5956708580912725,0.09567085809127247,0.5956708580912725,0.5956708580912725
92,0.8303598663257905,0.5803598663257905,0.08035986632579045,0.5803598663257905,0.5803598663257905
93,0.8147047612756303,0.5647047612756303,0.06470476127563025,0.5647047612756303,0.5647047612756303
94,0.7987725805040321,0.5487725805040321,0.04877258050403215,0.5487725805040321,0.5487725805040321
95,0.782631548055013,0.532631548055013,0.032631548055013,0.532631548055013,0.532631548055013
96,0.7663507823075358,0.5163507823075358,0.01635078230753589,0.5163507823075358,0.5163507823075358
97,0.0,0.0,0.0,0.0,0.0
98,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306
99,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157
100,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828
101,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208
102,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616
103,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898
104,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125
105,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
106,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022
107,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204
108,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688
109,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
110,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775
111,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353
112,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451
113,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385
114,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881
115,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866
116,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058
117,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684
118,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305
119,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103
120,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035
121,0.25,0.25,0.5,0.5,1.0
122,0.24946473080965087,0.24946473080965087,0.49946473080965087,0.49946473080965087,0.9994647308096509
123,0.24786121534345257,0.24786121534345257,0.49786121534345257,0.49786121534345257,0.9978612153434525
124,0.24519632010080766,0.24519632010080766,0.49519632010080766,0.49519632010080766,0.9951963201008076
125,0.24148145657226713,0.24148145657226713,0.49148145657226716,0.49148145657226716,0.9914814565722672
126,0.23673253237377645,0.23673253237377645,0.48673253237377645,0.48673253237377645,0.9867325323737764
127,0.2309698831278217,0.2309698831278217,0.48096988312782174,0.48096988312782174,0.9809698831278217
128,0.22421818538317206,0.22421818538317206,0.47421818538317206,0.47421818538317206,0.9742181853831721
129,0.21650635094610968,0.21650635094610968,0.4665063509461097,0.4665063509461097,0.9665063509461097
130,0.20786740307563636,0.20786740307563636,0.45786740307563634,0.45786740307563634,0.9578674030756363
131,0.19833833507280887,0.19833833507280887,0.44833833507280885,0.44833833507280885,0.9483383350728088
132,0.18795995186974446,0.18795995186974446,0.43795995186974446,0.43795995186974446,0.9379599518697445
133,0.17677669529663692,0.17677669529663692,0.4267766952966369,0.4267766952966369,0.926776695296637
134,0.16483645377501724,0.16483645377501724,0.4148364537750172,0.4148364537750172,0.9148364537750172
135,0.1521903572521802,0.1521903572521802,0.4021903572521802,0.4021903572521802,0.9021903572521802
136,0.1388925582549006,0.1388925582549006,0.3888925582549006,0.3888925582549006,0.8888925582549005
137,0.12500000000000008,0.12500000000000008,0.3750000000000001,0.3750000000000001,0.8750000000000001
138,0.11057217255475042,0.11057217255475042,0.36057217255475044,0.36057217255475044,0.8605721725547504
139,0.09567085809127247,0.09567085809127247,0.34567085809127246,0.34567085809127246,0.8456708580912725
140,0.08035986632579045,0.08035986632579045,0.33035986632579045,0.33035986632579045,0.8303598663257905
141,0.06470476127563025,0.06470476127563025,0.31470476127563024,0.31470476127563024,0.8147047612756303
142,0.04877258050403215,0.04877258050403215,0.29877258050403216,0.29877258050403216,0.7987725805040321
143,0.032631548055013,0.032631548055013,0.282631548055013,0.282631548055013,0.782631548055013
144,0.01635078230753589,0.01635078230753589,0.2663507823075359,0.2663507823075359,0.7663507823075358
145,0.0,0.0,0.0,0.0,0.0
146,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306
147,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157
148,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828
149,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208
150,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616
151,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898
152,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125
153,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
154,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022
155,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204
156,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688
157,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
158,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775
159,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353
160,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451
161,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385
162,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881
163,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866
164,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058
165,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684
166,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305
167,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103
168,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035
169,0.75,0.25,0.75,0.75,0.25
170,0.7494647308096509,0.24946473080965087,0.7494647308096509,0.7494647308096509,0.24946473080965087
171,0.7478612153434525,0.24786121534345257,0.7478612153434525,0.7478612153434525,0.24786121534345257
172,0.7451963201008076,0.24519632010080766,0.7451963201008076,0.7451963201008076,0.24519632010080766
173,0.7414814565722672,0.24148145657226713,0.7414814565722672,0.7414814565722672,0.24148145657226713
174,0.7367325323737764,0.23673253237377645,0.7367325323737764,0.7367325323737764,0.23673253237377645
175,0.7309698831278217,0.2309698831278217,0.7309698831278217,0.7309698831278217,0.2309698831278217
176,0.7242181853831721,0.22421818538317206,0.7242181853831721,0.7242181853831721,0.22421818538317206
177,0.7165063509461097,0.21650635094610968,0.7165063509461097,0.7165063509461097,0.21650635094610968
178,0.7078674030756363,0.20786740307563636,0.7078674030756363,0.7078674030756363,0.20786740307563636
179,0.6983383350728088,0.19833833507280887,0.6983383350728088,0.6983383350728088,0.19833833507280887
180,0.6879599518697445,0.18795995186974446,0.6879599518697445,0.6879599518697445,0.18795995186974446
181,0.676776695296637,0.17677669529663692,0.676776695296637,0.676776695296637,0.17677669529663692
182,0.6648364537750172,0.16483645377501724,0.6648364537750172,0.6648364537750172,0.16483645377501724
183,0.6521903572521802,0.1521903572521802,0.6521903572521802,0.6521903572521802,0.1521903572521802
184,0.6388925582549005,0.1388925582549006,0.6388925582549005,0.6388925582549005,0.1388925582549006
185,0.6250000000000001,0.12500000000000008,0.6250000000000001,0.6250000000000001,0.12500000000000008
186,0.6105721725547504,0.11057217255475042,0.6105721725547504,0.6105721725547504,0.11057217255475042
187,0.5956708580912725,0.09567085809127247,0.5956708580912725,0.5956708580912725,0.09567085809127247
188,0.5803598663257905,0.08035986632579045,0.5803598663257905,0.5803598663257905,0.08035986632579045
189,0.5647047612756303,0.06470476127563025,0.5647047612756303,0.5647047612756303,0.06470476127563025
190,0.5487725805040321,0.04877258050403215,0.5487725805040321,0.5487725805040321,0.04877258050403215
191,0.532631548055013,0.032631548055013,0.532631548055013,0.532631548055013,0.032631548055013
192,0.5163507823075358,0.01635078230753589,0.5163507823075358,0.5163507823075358,0.01635078230753589
193,0.0,0.0,0.0,0.0,0.0
194,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306
195,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157
196,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828
197,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208
198,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616
199,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898
200,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125
201,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
202,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022
203,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204
204,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688
205,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
206,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775
207,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353
208,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451
209,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385
210,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881
211,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866
212,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058
213,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684
214,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305
215,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103
216,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035
217,0.75,0.75,0.25,0.25,0.75
218,0.7494647308096509,0.7494647308096509,0.24946473080965087,0.24946473080965087,0.7494647308096509
219,0.7478612153434525,0.7478612153434525,0.24786121534345257,0.24786121534345257,0.7478612153434525
220,0.7451963201008076,0.7451963201008076,0.24519632010080766,0.24519632010080766,0.7451963201008076
221,0.7414814565722672,0.7414814565722672,0.24148145657226713,0.24148145657226713,0.7414814565722672
222,0.7367325323737764,0.7367325323737764,0.23673253237377645,0.23673253237377645,0.7367325323737764
223,0.7309698831278217,0.7309698831278217,0.2309698831278217,0.2309698831278217,0.7309698831278217
224,0.7242181853831721,0.7242181853831721,0.22421818538317206,0.22421818538317206,0.7242181853831721
225,0.7165063509461097,0.7165063509461097,0.21650635094610968,0.21650635094610968,0.7165063509461097
226,0.7078674030756363,0.7078674030756363,0.20786740307563636,0.20786740307563636,0.7078674030756363
227,0.6983383350728088,0.6983383350728088,0.19833833507280887,0.19833833507280887,0.6983383350728088
228,0.6879599518697445,0.6879599518697445,0.18795995186974446,0.18795995186974446,0.6879599518697445
229,0.676776695296637,0.676776695296637,0.17677669529663692,0.17677669529663692,0.676776695296637
230,0.6648364537750172,0.6648364537750172,0.16483645377501724,0.16483645377501724,0.6648364537750172
231,0.6521903572521802,0.6521903572521802,0.1521903572521802,0.1521903572521802,0.6521903572521802
232,0.6388925582549005,0.6388925582549005,0.1388925582549006,0.1388925582549006,0.6388925582549005
233,0.6250000000000001,0.6250000000000001,0.12500000000000008,0.12500000000000008,0.6250000000000001
234,0.6105721725547504,0.6105721725547504,0.11057217255475042,0.11057217255475042,0.6105721725547504
235,0.5956708580912725,0.5956708580912725,0.09567085809127247,0.09567085809127247,0.5956708580912725
236,0.5803598663257905,0.5803598663257905,0.08035986632579045,0.08035986632579045,0.5803598663257905
237,0.5647047612756303,0.5647047612756303,0.06470476127563025,0.06470476127563025,0.5647047612756303
238,0.5487725805040321,0.5487725805040321,0.04877258050403215,0.04877258050403215,0.5487725805040321
239,0.532631548055013,0.532631548055013,0.032631548055013,0.032631548055013,0.532631548055013
240,0.5163507823075358,0.5163507823075358,0.01635078230753589,0.01635078230753589,0.5163507823075358
241,0.0,0.0,0.0,0.0,0.0
242,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306
243,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157
244,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828
245,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208
246,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616
247,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898
248,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125
249,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
250,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022
251,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204
252,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688
253,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
254,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775
255,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353
256,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451
257,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385,0.8660254037844385
258,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881,0.8968727415326881
259,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866,0.9238795325112866
260,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058,0.9469301294951058
261,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684,0.9659258262890684
262,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305,0.9807852804032305
263,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103,0.9914448613738103
264,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035,0.9978589232386035
265,1.0,0.5,1.0,0.25,0.5
266,0.9994647308096509,0.49946473080965087,0.9994647308096509,0.24946473080965087,0.49946473080965087
267,0.9978612153434525,0.49786121534345257,0.9978612153434525,0.24786121534345257,0.49786121534345257
268,0.9951963201008076,0.49519632010080766,0.9951963201008076,0.24519632010080766,0.49519632010080766
269,0.9914814565722672,0.49148145657226716,0.9914814565722672,0.24148145657226713,0.49148145657226716
270,0.9867325323737764,0.48673253237377645,0.9867325323737764,0.23673253237377645,0.48673253237377645
271,0.9809698831278217,0.48096988312782174,0.9809698831278217,0.2309698831278217,0.48096988312782174
272,0.9742181853831721,0.47421818538317206,0.9742181853831721,0.22421818538317206,0.47421818538317206
273,0.9665063509461097,0.4665063509461097,0.9665063509461097,0.21650635094610968,0.4665063509461097
274,0.9578674030756363,0.45786740307563634,0.9578674030756363,0.20786740307563636,0.45786740307563634
275,0.9483383350728088,0.44833833507280885,0.9483383350728088,0.19833833507280887,0.44833833507280885
276,0.9379599518697445,0.43795995186974446,0.9379599518697445,0.18795995186974446,0.43795995186974446
277,0.926776695296637,0.4267766952966369,0.926776695296637,0.17677669529663692,0.4267766952966369
278,0.9148364537750172,0.4148364537750172,0.9148364537750172,0.16483645377501724,0.4148364537750172
279,0.9021903572521802,0.4021903572521802,0.9021903572521802,0.1521903572521802,0.4021903572521802
280,0.8888925582549005,0.3888925582549006,0.8888925582549005,0.1388925582549006,0.3888925582549006
281,0.8750000000000001,0.3750000000000001,0.8750000000000001,0.12500000000000008,0.3750000000000001
282,0.8605721725547504,0.36057217255475044,0.8605721725547504,0.11057217255475042,0.36057217255475044
283,0.8456708580912725,0.34567085809127246,0.8456708580912725,0.09567085809127247,0.34567085809127246
284,0.8303598663257905,0.33035986632579045,0.8303598663257905,0.08035986632579045,0.33035986632579045
285,0.8147047612756303,0.31470476127563024,0.8147047612756303,0.06470476127563025,0.31470476127563024
286,0.7987725805040321,0.29877258050403216,0.7987725805040321,0.04877258050403215,0.29877258050403216
287,0.782631548055013,0.282631548055013,0.782631548055013,0.032631548055013,0.282631548055013
288,0.7663507823075358,0.2663507823075359,0.7663507823075358,0.01635078230753589,0.2663507823075359
289,0.0,0.0,0.0,0.0,0.0
290,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306,0.06540312923014306
291,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157,0.13052619222005157
292,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828,0.19509032201612828
293,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208,0.2588190451025208
294,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616,0.3214394653031616
295,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898
296,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125,0.44228869021900125
297,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
298,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022
299,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204,0.6087614290087204
300,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688,0.6593458151000688
301,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476
302,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775,0.7518398074789775
303,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353,0.7933533402912353
304,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451
